,Movie Name,Description,Genre,Year of Release,Watch Time,Movie Rating,Meatscore of movie,Votes,Gross (in M)
384,The Bourne Ultimatum,Jason Bourne dodges a ruthless C.I.A. official and his Agents from a new assassination program while searching for the origins of his life as a trained killer.,Action,2007,115,8,85,619877,227.47
385,Bin-jip,A transient young man breaks into empty homes to partake of the vacationing residents' lives for a few days.,Crime,2004,88,8,72,53525,0.24
386,Sin City,"An exploration of the dark and miserable Basin City and three of its residents, all of whom are caught up in violent corruption.",Crime,2005,124,8,74,752943,74.1
387,Le scaphandre et le papillon,The true story of Elle editor Jean-Dominique Bauby who suffers a stroke and has to live with an almost totally paralyzed body; only his left eye isn't paralyzed.,Biography,2007,112,8,92,106126,5.99
388,Taegukgi hwinalrimyeo,"When two brothers are forced to fight in the Korean War, the elder decides to take the riskiest missions if it will help shield the younger from battle.",Action,2004,140,8,64,39057,1.11
389,G.O.R.A.,A slick young Turk kidnapped by extraterrestrials shows his great « humanitarian spirit » by outwitting the evil commander-in-chief of the planet of G.O.R.A.,Adventure,2004,127,8,0,60312,0
390,Ratatouille,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.,Animation,2007,111,8,96,677256,206.45
391,Casino Royale,"After earning 00 status and a licence to kill, secret agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, Montenegro.",Action,2006,144,8,80,630339,167.45
392,Kill Bill: Vol. 2,"The Bride continues her quest of vengeance against her former boss and lover Bill, the reclusive bouncer Budd, and the treacherous, one-eyed Elle.",Action,2004,137,8,83,721159,66.21
393,Vozvrashchenie,"In the Russian wilderness, two brothers face a range of new, conflicting emotions when their father - a man they know only through a single photograph - resurfaces.",Drama            ,2003,110,8,82,44545,0.5
394,Bom yeoreum gaeul gyeoul geurigo bom,A boy is raised by a Buddhist monk in an isolated floating temple where the years pass like the seasons.,Drama,2003,103,8,85,80999,2.38
395,Mar adentro,"The factual story of Spaniard Ramon Sampedro, who fought a 28 year campaign in favour of euthanasia and his own right to die.",Biography,2004,126,8,74,80204,2.09
396,Cinderella Man,"The story of James J. Braddock, a supposedly washed-up boxer who came back to challenge for the heavyweight championship of the world.",Biography,2005,144,8,69,182660,61.65
397,Mou gaan dou,"A story between a mole in the police department and an undercover cop. Their objectives are the same: to find out who is the mole, and who is the cop.",Action,2002,101,8,75,122062,0.17
398,Pirates of the Caribbean: The Curse of the Black Pearl,"Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead.",Action,2003,143,8,63,1053318,305.41
399,Big Fish,A frustrated son tries to determine the fact from fiction in his dying father's life.,Adventure,2003,125,8,58,429837,66.26
400,The Incredibles,"A family of undercover superheroes, while trying to live the quiet suburban life, are forced into action to save the world.",Animation,2004,115,8,90,687676,261.44
401,Yeopgijeogin geunyeo,"A young man sees a drunk, cute woman standing too close to the tracks at a metro station in Seoul and pulls her back. She ends up getting him into trouble repeatedly after that, starting on the train.",Comedy,2001,137,8,0,47139,0
402,Dogville,"A woman on the run from the mob is reluctantly accepted in a small Colorado community in exchange for labor, but when a search visits the town she finds out that their support has a price.",Crime,2003,178,8,60,144510,1.53
403,Vizontele,Lives of residents in a small Anatolian village change when television is introduced to them,Comedy,2001,110,8,0,35538,0
404,Donnie Darko,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes.",Drama,2001,113,8,88,770346,1.48
405,Magnolia,"An epic mosaic of interrelated characters in search of love, forgiveness, and meaning in the San Fernando Valley.",Drama            ,1999,188,8,77,302141,22.46
406,Dancer in the Dark,"An East European girl travels to the United States with her young son, expecting it to be like a Hollywood film.",Crime,2000,140,8,61,106794,4.18
407,The Straight Story,An old man makes a long journey by lawnmower to mend his relationship with an ill brother.,Biography,1999,112,8,86,87800,6.2
408,Pâfekuto burû,"A pop singer gives up her career to become an actress, but she slowly goes insane when she starts being stalked by an obsessed fan and what seems to be a ghost of her past.",Animation,1997,81,8,0,67758,0.78
409,Central do Brasil,"The emotive journey of a former schoolteacher who writes letters for illiterate people, and a young boy whose mother has just died, as they search for the father he never knew.",Drama            ,1998,110,8,80,38534,5.6
410,The Iron Giant,A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.,Animation,1999,86,8,85,182901,23.16
411,Sling Blade,"Karl Childers, a simple man hospitalized since his childhood murder of his mother and her lover, is released to start a new life in a small town.",Drama            ,1996,135,8,84,91865,24.48
412,Secrets & Lies,"Following the death of her adoptive parents, a successful young black optometrist establishes contact with her biological mother -- a lonely white factory worker living in poverty in East London.",Comedy,1996,136,8,91,41695,13.42
413,Twelve Monkeys,"In a future world devastated by disease, a convict is sent back in time to gather information about the man-made virus that wiped out most of the human population on the planet.",Mystery,1995,129,8,74,599875,57.14
414,Kôkaku Kidôtai,A cyborg policewoman and her partner hunt a mysterious and powerful hacker called the Puppet Master.,Animation,1995,83,8,76,137246,0.52
415,The Nightmare Before Christmas,"Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion.",Animation,1993,76,8,82,319248,75.08
416,Groundhog Day,A jaded Pittsburgh weatherman finds himself inexplicably trapped in a small town as he lives the same day over and over again.,Comedy,1993,101,8,72,599842,70.91
417,Bound by Honor,"Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on step-brothers Paco and Cruz, and their bi-racial cousin Miklo.",Crime,1993,180,8,47,30307,4.5
418,Scent of a Woman,"A prep school student needing money agrees to ""babysit"" a blind man, but the job is not at all what he anticipated.",Drama            ,1992,156,8,59,281914,63.9
419,Aladdin,A kindhearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,Animation,1992,90,8,86,390585,217.35
420,JFK,New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story.,Drama,1991,189,8,72,149976,70.41
421,Beauty and the Beast,A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.,Animation,1991,84,8,95,431348,218.97
422,Dances with Wolves,"Lieutenant John Dunbar, assigned to a remote western Civil War outpost, befriends wolves and Native Americans, making him an intolerable aberration in the military.",Adventure,1990,181,8,72,252763,184.21
423,Do the Right Thing,"On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence.",Comedy,1989,120,8,93,97778,27.55
424,Rain Man,"After a selfish L.A. yuppie learns his estranged father left a fortune to an autistic savant brother in Ohio that he didn't know existed, he absconds with his brother and sets out across the country, hoping to gain a larger inheritance.",Drama            ,1988,133,8,65,493818,178.8
425,Akira,"A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath who can only be stopped by a teenager, his gang of biker friends and a group of psychics.",Animation,1988,124,8,0,176453,0.55
426,Der Himmel über Berlin,"An angel tires of his purely ethereal life of merely overseeing the human activity of Berlin's residents, and longs for the tangible joys of physical existence when he falls in love with a mortal.",Drama,1987,128,8,79,68652,3.33
427,Au revoir les enfants,"A French boarding school run by priests seems to be a haven from World War II until a new student arrives. He becomes the roommate of the top student in his class. Rivals at first, the roommates form a bond and share a secret.",Drama,1987,104,8,88,32898,4.54
428,Tenkû no shiro Rapyuta,A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.,Animation,1986,125,8,78,159245,0
429,Sacrifice,"At the dawn of World War III, a man searches for a way to restore peace to the world and finds he must give something in return.",Drama            ,1986,149,8,0,26986,0.3
430,The Terminator,"A human soldier is sent from 2029 to 1984 to stop an almost indestructible cyborg killing machine, sent from the same year, which has been programmed to execute a young woman whose unborn son is the key to humanity's future salvation.",Action,1984,107,8,84,826011,38.4
431,Pink Floyd: The Wall,A confined but troubled rock star descends into madness in the midst of his physical and social isolation from everyone.,Drama,1982,95,8,47,79045,22.24
432,Gandhi,The life of the lawyer who became the famed leader of the Indian revolts against the British rule through his philosophy of nonviolent protest.,Biography,1982,191,8,79,224587,52.77
433,Kagemusha,A petty thief with an utter resemblance to a samurai warlord is hired as the lord's double. When the warlord later dies the thief is forced to take up arms in his place.,Drama,1980,180,8,84,34543,0
