,Movie Name,Description,Genre,Year of Release,Watch Time,Movie Rating,Meatscore of movie,Votes,Gross (in M)
150,There Will Be Blood,"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.",Drama            ,2007,158,8.2,93        ,592626,40.22
151,The Father,"A man refuses all assistance from his daughter as he ages. As he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality.",Drama,I) (,97,8.2,88        ,159481,
152,Batman Begins,"After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption.",Action,2005,140,8.2,70        ,1481301,206.85
153,The Truman Show,An insurance salesman discovers his whole life is actually a reality TV show.,Comedy,1998,103,8.2,90        ,1093924,125.62
154,Kill Bill: Vol. 1,"After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.",Action,2003,111,8.2,69        ,1124376,70.1
155,Die Hard,A New York City police officer tries to save his estranged wife and several others taken hostage by terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,Action,1988,132,8.2,72        ,891229,83.01
156,Indiana Jones and the Last Crusade,"In 1938, after his father goes missing while pursuing the Holy Grail, Indiana Jones finds himself up against the Nazis again to stop them from obtaining its powers.",Action,1989,127,8.2,65        ,761029,197.17
157,Casino,"A tale of greed, deception, money, power, and murder occur between two best friends: a mafia enforcer and a casino executive compete against each other over a gambling empire, and over a fast-living and fast-loving socialite.",Crime,1995,178,8.2,73        ,525878,42.44
158,Hauru no ugoku shiro,"When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",Animation,2004,119,8.2,80        ,401164,4.71
159,Inside Out,"After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.",Animation,I) (,95,8.2,94        ,721790,356.46
160,The Thing,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.,Horror,1982,109,8.2,57        ,430618,13.78
161,A Beautiful Mind,"After John Nash, a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish.",Biography,2001,135,8.2,72        ,938846,170.74
162,"Lock, Stock and Two Smoking Barrels","Eddy persuades his three pals to pool money for a vital poker game against a powerful local mobster, Hatchet Harry. Eddy loses, after which Harry gives him a week to pay back 500,000 pounds.",Action,1998,107,8.2,66        ,587413,3.9
163,Finding Nemo,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.",Animation,2003,100,8.2,90        ,1051572,380.84
164,V for Vendetta,"In a future British dystopian society, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow the tyrannical government - with the help of a young woman.",Action,2005,132,8.2,62        ,1128814,70.51
165,Pan's Labyrinth,"In the Falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world.",Drama,2006,118,8.2,98        ,673945,37.63
166,Gone with the Wind,American motion picture classic in which a manipulative woman and a roguish man conduct a turbulent romance during the Civil War and Reconstruction periods.,Drama,1939,238,8.2,97        ,318416,198.68
167,Warrior,"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother.",Action,2011,140,8.2,71        ,476611,13.66
168,Gangs of Wasseypur,"A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations.",Action,2012,321,8.2,89        ,97900,0.0
169,Unforgiven,"Retired Old West gunslinger William Munny reluctantly takes on one last job, with the help of his old partner Ned Logan and a young man, The ""Schofield Kid.""",Drama,1992,130,8.2,85        ,415424,101.16
170,Some Like It Hot,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",Comedy,1959,121,8.2,98        ,269963,25.0
171,Chinatown,"A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder.",Drama,1974,130,8.2,92        ,330242,8.49
172,L.A. Confidential,"As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.",Crime,1997,138,8.2,91        ,586900,64.62
173,Der Untergang,"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII.",Biography,2004,156,8.2,82        ,358551,5.51
174,Monty Python and the Holy Grail,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.",Adventure,1975,91,8.2,91        ,545752,1.23
175,Raging Bull,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",Biography,1980,129,8.2,89        ,357713,23.38
176,El secreto de sus ojos,A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.,Drama,2009,129,8.2,80        ,211618,6.39
177,The Elephant Man,"A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous façade, there is revealed a person of kindness, intelligence and sophistication.",Biography,1980,124,8.2,78        ,244067,
178,The Great Escape,Allied prisoners of war plan for several hundred of their number to escape from a German camp during World War II.,Adventure,1963,172,8.2,86        ,246792,12.1
179,Z,The public murder of a prominent politician and doctor amid a violent demonstration is covered up by military and government officials. A tenacious magistrate is determined not to let them get away with it.,Crime,1969,127,8.2,86        ,29501,0.08
180,Drishyam,"Desperate measures are taken by a man who tries to save his family from the dark side of the law, after they commit an unexpected crime.",Crime,2015,163,8.2,0,86800,0.74
181,Kimetsu no Yaiba: Mugen Ressha-Hen,"After his family was brutally murdered and his sister turned into a demon, Tanjiro Kamado's journey as a demon slayer began. Tanjiro and his comrades embark on a new mission aboard the Mugen Train, on track to despair.",Animation,2020,117,8.2,72        ,60470,47.7
182,Per qualche dollaro in più,Two bounty hunters with the same intentions team up to track down an escaped Mexican outlaw.,Western            ,1965,132,8.2,74        ,259388,15.0
183,The Bridge on the River Kwai,"British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors in occupied Burma, not knowing that the allied forces are planning a daring commando raid through the jungle to destroy it.",Adventure,1957,161,8.2,87        ,222860,44.91
184,Ran,"In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him.",Action,1985,162,8.2,96        ,127044,4.14
185,Klaus,"A simple act of kindness always sparks another, even in a frozen, faraway place. When Smeerensburg's new postman, Jesper, befriends toymaker Klaus, their gifts melt an age-old feud and deliver a sleigh full of holiday traditions.",Animation,2019,96,8.2,65        ,161754,
186,Tumbbad,A mythological story about a goddess who created the entire universe. The plot revolves around the consequences when humans build a temple for her first-born.,Drama,2018,104,8.2,0,51168,0.0
187,Rashômon,"The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai's ghost and a woodcutter.",Crime,1950,88,8.2,98        ,170352,0.1
188,All About Eve,A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.,Drama            ,1950,138,8.2,98        ,132427,0.01
189,Dial M for Murder,A former tennis star arranges the murder of his adulterous wife.,Crime,1954,105,8.2,75        ,177980,0.01
190,Baahubali 2: The Conclusion,"When Shiva, the son of Bahubali, learns about his heritage, he begins to look for answers. His story is juxtaposed with past events that unfolded in the Mahishmati Kingdom.",Action,2017,167,8.2,0,104232,20.19
191,Andhadhun,"A series of mysterious events change the life of a blind pianist, who must now report a crime that he should technically know nothing of.",Crime,2018,139,8.2,0,95512,1.37
192,The Treasure of the Sierra Madre,Two down-on-their-luck Americans searching for work in 1920s Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.,Adventure,1948,126,8.2,98        ,126101,5.01
193,Miracle in Cell No. 7,A story of love between a mentally-ill father who was wrongly accused of murder and his lovely six year old daughter. Prison will be their home. Based on the 2013 Korean movie 7-beon-bang-ui seon-mul (2013).,Drama            ,2019,132,8.2,0,50226,0.0
194,Yôjinbô,A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.,Action,1961,110,8.2,93        ,124147,
195,Bacheha-Ye aseman,"After a boy loses his sister's pair of shoes, he goes on a series of adventures in order to find them. When he can't, he tries a new way to ""win"" a new pair.",Drama,1997,89,8.2,77        ,75518,0.93
196,Tôkyô monogatari,"An old couple visit their children and grandchildren in the city, but receive little attention.",Drama            ,1953,136,8.2,100        ,62872,
197,"Swades: We, the People",A successful Indian scientist returns to an Indian village to take his nanny to America with him and in the process rediscovers his roots.,Drama,2004,210,8.2,0,92305,1.22
198,K.G.F: Chapter 1,"In the 1970s, a gangster goes undercover as a slave to assassinate the owner of a notorious gold mine.",Action,2018,156,8.2,0,89302,0.0
199,Zindagi Na Milegi Dobara,Three friends decide to turn their fantasy vacation into reality after one of their friends gets engaged.,Comedy,2011,155,8.2,0,79985,3.11
200,La passion de Jeanne d'Arc,"In 1431, Jeanne d'Arc is placed on trial on charges of heresy. The ecclesiastical jurists attempt to force Jeanne to recant her claims of holy visions.",Biography,1928,110,8.2,99        ,56122,0.02
